29	SuperiorCard	33333594431481	2	2007	2004-05-26 00:00:00.000
30	Vista	11111281844021	6	2006	2004-02-14 00:00:00.000
31	Vista	11112040199986	10	2008	1999-02-16 00:00:00.000
32	Distinguish	55552506272209	6	2006	2004-02-22 00:00:00.000
33	SuperiorCard	33335588002748	2	2006	2002-02-25 00:00:00.000
34	Vista	11115274414475	10	2006	2003-12-27 00:00:00.000
35	SuperiorCard	33333028993903	2	2007	2002-09-06 00:00:00.000
36	Vista	11111169772836	11	2006	2003-10-05 00:00:00.000
37	Distinguish	55551349750603	7	2007	2004-04-23 00:00:00.000
38	Distinguish	55555420711099	7	2008	2003-10-26 00:00:00.000
39	Vista	11117546738833	5	2005	2003-10-15 00:00:00.000
40	Distinguish	55555841603354	4	2008	2003-09-26 00:00:00.000
41	Vista	11113757706549	7	2008	2004-04-22 00:00:00.000
42	Distinguish	55555053963314	3	2005	2003-08-02 00:00:00.000
43	SuperiorCard	33332773200339	3	2006	2003-10-05 00:00:00.000
44	ColonialVoice	77779171924785	6	2007	2003-11-11 00:00:00.000
45	Distinguish	55551983685258	4	2006	2004-05-29 00:00:00.000
46	SuperiorCard	33331306076760	12	2005	2004-01-08 00:00:00.000
47	Distinguish	55551566702747	3	2008	2003-07-09 00:00:00.000
48	SuperiorCard	33338676321482	3	2008	2004-06-21 00:00:00.000
49	SuperiorCard	33337796706807	6	2008	2003-08-10 00:00:00.000
50	ColonialVoice	77776755686502	5	2007	2004-07-16 00:00:00.000
51	SuperiorCard	33337051999262	3	2007	2004-04-07 00:00:00.000
52	Vista	11113124378865	3	2008	2003-05-25 00:00:00.000
53	ColonialVoice	77772212684661	5	2006	2004-05-05 00:00:00.000
54	Distinguish	55553252134216	12	2006	2003-10-06 00:00:00.000
55	ColonialVoice	77776585377718	5	2008	2003-09-01 00:00:00.000
56	Distinguish	55551526073305	7	2007	2004-04-16 00:00:00.000
57	ColonialVoice	77775318833306	10	2008	2004-01-24 00:00:00.000
58	Vista	11117610506869	12	2008	2004-03-10 00:00:00.000
59	Vista	11116857559490	9	2006	2003-08-01 00:00:00.000
60	Vista	11111063290504	1	2008	2002-07-16 00:00:00.000
61	Distinguish	55553521953614	4	2008	2004-06-15 00:00:00.000
62	SuperiorCard	33336076362820	1	2005	2004-05-02 00:00:00.000
63	Distinguish	55552834411554	4	2008	2004-01-07 00:00:00.000
64	ColonialVoice	77776280624762	2	2005	2003-11-14 00:00:00.000
65	Distinguish	55556135765472	4	2005	2003-11-14 00:00:00.000
66	ColonialVoice	77774204284216	8	2005	2000-03-01 00:00:00.000
67	SuperiorCard	33335516443528	12	2005	2003-11-28 00:00:00.000
68	SuperiorCard	33337185413753	3	2005	2003-03-10 00:00:00.000
69	ColonialVoice	77773035177913	6	2005	2002-06-18 00:00:00.000
70	Distinguish	55556217280260	3	2008	2004-03-10 00:00:00.000
71	Vista	11116167886495	7	2005	2003-11-14 00:00:00.000
72	Distinguish	55557166092204	7	2005	2003-09-14 00:00:00.000
73	Vista	11111097285749	1	2008	2003-12-25 00:00:00.000
74	Vista	11111875326223	11	2007	2004-07-27 00:00:00.000
75	SuperiorCard	33339024575831	11	2008	2003-10-24 00:00:00.000
76	SuperiorCard	33337723858818	5	2008	2001-07-01 00:00:00.000
77	Distinguish	55552491484622	8	2008	1999-03-28 00:00:00.000
78	SuperiorCard	33335304638114	8	2008	2004-02-26 00:00:00.000
79	Vista	11118018211102	7	2006	2002-07-19 00:00:00.000
80	ColonialVoice	77772340294400	11	2008	2003-12-21 00:00:00.000
81	Distinguish	55557892934839	6	2007	2002-12-19 00:00:00.000
82	Distinguish	55552580794715	11	2006	2002-07-01 00:00:00.000
83	Vista	11118036755505	4	2008	2003-11-30 00:00:00.000
84	Distinguish	55556891733409	1	2006	2004-04-29 00:00:00.000
85	ColonialVoice	77775989712942	4	2006	2004-06-27 00:00:00.000
86	SuperiorCard	33336703497121	1	2006	2003-09-27 00:00:00.000
87	Vista	11115536966870	8	2007	2002-04-04 00:00:00.000
88	Distinguish	55559505872957	1	2006	2004-05-21 00:00:00.000
89	SuperiorCard	33332972701054	4	2007	2003-05-20 00:00:00.000
90	Distinguish	55554129226031	11	2007	2003-08-14 00:00:00.000
91	SuperiorCard	33334379129505	1	2006	2003-08-31 00:00:00.000
92	SuperiorCard	33334394499932	10	2006	2004-03-14 00:00:00.000
93	Vista	11117160559398	2	2005	2003-10-27 00:00:00.000
94	Distinguish	55553576381881	5	2005	2004-04-06 00:00:00.000
95	Distinguish	55551358663947	5	2007	2004-04-06 00:00:00.000
96	SuperiorCard	33337600423179	4	2007	2004-02-18 00:00:00.000
97	ColonialVoice	77778908268190	12	2007	2004-06-02 00:00:00.000
98	SuperiorCard	33334689130342	9	2006	2002-01-06 00:00:00.000
99	Vista	11119575282326	12	2006	2003-09-29 00:00:00.000
100	ColonialVoice	77775942872654	9	2007	2004-05-06 00:00:00.000
101	ColonialVoice	77771155924577	12	2006	2002-07-31 00:00:00.000
102	ColonialVoice	77777905530572	12	2008	2004-01-06 00:00:00.000
103	Vista	11113359002897	10	2007	2001-07-22 00:00:00.000
104	ColonialVoice	77772996189531	11	2005	2003-08-13 00:00:00.000
105	Distinguish	55558305945748	4	2008	2004-02-08 00:00:00.000
106	SuperiorCard	33331614606503	10	2008	2003-08-01 00:00:00.000
107	ColonialVoice	77771467512075	12	2006	2004-07-19 00:00:00.000
108	Vista	11114226806511	4	2006	2004-06-23 00:00:00.000
109	Vista	11115965551854	8	2007	2004-07-01 00:00:00.000
110	Distinguish	55556494862795	12	2006	2003-09-08 00:00:00.000
111	SuperiorCard	33339067552676	4	2006	2003-12-16 00:00:00.000
112	Vista	11118290057240	3	2007	2004-06-12 00:00:00.000
113	Vista	11117863519103	2	2005	2002-08-22 00:00:00.000
114	SuperiorCard	33338624829973	8	2006	2003-09-19 00:00:00.000
115	Distinguish	55557331288433	1	2005	2003-09-29 00:00:00.000
116	Distinguish	55551539904121	5	2006	2004-03-31 00:00:00.000
117	ColonialVoice	77778258299726	8	2005	2004-01-01 00:00:00.000
118	Distinguish	55551810976353	10	2007	2003-10-04 00:00:00.000
119	Distinguish	55551090366683	1	2006	1999-03-10 00:00:00.000
120	Distinguish	55554797685048	1	2006	2003-06-28 00:00:00.000
121	Distinguish	55556497893044	8	2005	2004-06-05 00:00:00.000
122	ColonialVoice	77775805844194	9	2007	2004-07-12 00:00:00.000
123	Distinguish	55552551439953	8	2007	2003-10-04 00:00:00.000
124	ColonialVoice	77772054172195	12	2007	2003-10-21 00:00:00.000
125	ColonialVoice	77774261153866	6	2006	2004-06-01 00:00:00.000
126	SuperiorCard	33335620908839	11	2005	2003-09-01 00:00:00.000
127	ColonialVoice	77778668677894	4	2008	2002-10-14 00:00:00.000
128	Distinguish	55554615582353	8	2006	2004-06-25 00:00:00.000
129	Distinguish	55555625235288	12	2005	2003-11-18 00:00:00.000
130	Vista	11117013974027	7	2005	2003-09-07 00:00:00.000
131	SuperiorCard	33333327723729	6	2008	2002-03-28 00:00:00.000
132	SuperiorCard	33332924248632	1	2008	2004-07-02 00:00:00.000
133	Distinguish	55551500034619	8	2006	2003-08-30 00:00:00.000
134	ColonialVoice	77779074972626	8	2006	2004-02-04 00:00:00.000
135	ColonialVoice	77773476995492	4	2006	2004-04-04 00:00:00.000
136	Distinguish	55553177744050	9	2008	2003-03-09 00:00:00.000
137	Distinguish	55558265626436	12	2006	2003-06-01 00:00:00.000
138	Distinguish	55553993498931	7	2005	2003-10-30 00:00:00.000
139	SuperiorCard	33333046058215	6	2007	2003-12-05 00:00:00.000
140	SuperiorCard	33332539446148	1	2005	2003-07-25 00:00:00.000
141	Distinguish	55553385255792	8	2007	2003-09-18 00:00:00.000
142	Distinguish	55554148938512	6	2006	2004-05-09 00:00:00.000
143	SuperiorCard	33338956772123	5	2005	2002-12-05 00:00:00.000
144	Distinguish	55552263625446	3	2007	2004-02-19 00:00:00.000
145	ColonialVoice	77771579806358	1	2007	2003-11-28 00:00:00.000
146	SuperiorCard	33331510913646	1	2006	2004-02-19 00:00:00.000
147	SuperiorCard	33335009967295	1	2007	2003-11-04 00:00:00.000
148	SuperiorCard	33336376132542	8	2006	2003-03-20 00:00:00.000
149	ColonialVoice	77777697898447	11	2006	2002-09-08 00:00:00.000
150	Vista	11113974751980	12	2006	2003-07-31 00:00:00.000
151	SuperiorCard	33331897508563	12	2007	2002-05-23 00:00:00.000
152	SuperiorCard	33332580697839	10	2005	2003-08-13 00:00:00.000
153	Vista	11117820763787	1	2005	2003-09-19 00:00:00.000
154	ColonialVoice	77774677693254	8	2008	2003-10-18 00:00:00.000
155	ColonialVoice	77777310997414	3	2006	2003-12-08 00:00:00.000
156	Vista	11117316308667	4	2007	2002-01-19 00:00:00.000
157	Vista	11112727657519	6	2005	2001-10-21 00:00:00.000
158	SuperiorCard	33338418715127	6	2006	2004-06-09 00:00:00.000
159	SuperiorCard	33332180625781	1	2008	2002-12-28 00:00:00.000
160	Vista	11117586821468	12	2007	2004-04-11 00:00:00.000
161	Vista	11113066996675	3	2005	2001-08-01 00:00:00.000
162	SuperiorCard	33338226131303	8	2008	2004-05-01 00:00:00.000
163	Vista	11115931141608	12	2006	2004-03-01 00:00:00.000
164	ColonialVoice	77773467064957	5	2005	2004-06-25 00:00:00.000
165	ColonialVoice	77772090003580	2	2007	2003-11-08 00:00:00.000
166	Vista	11117354769916	9	2006	2003-11-12 00:00:00.000
167	SuperiorCard	33335313248723	11	2005	2004-05-01 00:00:00.000
168	SuperiorCard	33331366432094	1	2007	2002-06-02 00:00:00.000
169	Distinguish	55555490126754	10	2008	2002-07-16 00:00:00.000
170	ColonialVoice	77775004062798	6	2006	2002-04-11 00:00:00.000
171	Distinguish	55554843263520	8	2005	2003-10-07 00:00:00.000
172	SuperiorCard	33338669078698	11	2008	2002-09-25 00:00:00.000
173	SuperiorCard	33331831813839	10	2007	2002-11-16 00:00:00.000
174	ColonialVoice	77772993284666	7	2006	2004-02-13 00:00:00.000
175	ColonialVoice	77779842480754	1	2006	2002-08-21 00:00:00.000
176	SuperiorCard	33337664613331	10	2007	2003-12-29 00:00:00.000
177	Vista	11114493005589	9	2005	2002-10-11 00:00:00.000
178	Vista	11115247168390	6	2008	2003-04-08 00:00:00.000
179	SuperiorCard	33332143726640	3	2007	2003-09-20 00:00:00.000
180	Distinguish	55554119155738	12	2008	2002-07-01 00:00:00.000
181	ColonialVoice	77773813992363	12	2007	2001-08-01 00:00:00.000
182	Distinguish	55557755502133	3	2008	2003-04-25 00:00:00.000
183	Vista	11112359824733	3	2005	2004-02-02 00:00:00.000
184	SuperiorCard	33333348568848	10	2007	2003-12-05 00:00:00.000
185	Distinguish	55559237831556	3	2008	2004-04-04 00:00:00.000
186	Vista	11118301852338	10	2007	2003-12-06 00:00:00.000
187	Vista	11115020407589	2	2007	2004-04-01 00:00:00.000
188	ColonialVoice	77777688940363	12	2005	2003-10-15 00:00:00.000
189	SuperiorCard	33338902011178	1	2008	2004-05-26 00:00:00.000
190	Distinguish	55557767763037	7	2006	2004-02-18 00:00:00.000
191	SuperiorCard	33338434402110	7	2005	2004-01-21 00:00:00.000
192	SuperiorCard	33335647678654	6	2007	2003-12-25 00:00:00.000
193	Vista	11115472069769	12	2005	2003-06-01 00:00:00.000
194	ColonialVoice	77774510580754	8	2008	2002-08-01 00:00:00.000
195	Distinguish	55551871947166	9	2005	2002-09-29 00:00:00.000
196	Vista	11117010076386	7	2005	2004-06-22 00:00:00.000
197	Distinguish	55556931298047	5	2006	2002-05-20 00:00:00.000
198	SuperiorCard	33335007569167	7	2007	2004-02-24 00:00:00.000
199	SuperiorCard	33335500655096	5	2007	2003-12-12 00:00:00.000
200	Distinguish	55557032858138	4	2008	2004-05-29 00:00:00.000
201	ColonialVoice	77779670323108	5	2005	2004-07-15 00:00:00.000
202	SuperiorCard	33338461708438	12	2007	2003-11-17 00:00:00.000
203	Vista	11111448471115	11	2007	2004-04-01 00:00:00.000
204	Distinguish	55556333798473	4	2005	2001-08-01 00:00:00.000
205	Distinguish	55556779365170	4	2008	2002-09-16 00:00:00.000
206	Vista	11116739347695	7	2006	2003-12-01 00:00:00.000
207	Distinguish	55553665516951	1	2008	2003-09-07 00:00:00.000
208	Distinguish	55551100991160	11	2007	2002-05-14 00:00:00.000
209	Vista	11115652257330	11	2005	2004-07-12 00:00:00.000
210	SuperiorCard	33331045083655	7	2006	2003-11-04 00:00:00.000
211	SuperiorCard	33338100993388	6	2006	2003-11-19 00:00:00.000
212	SuperiorCard	33334516281208	7	2008	2004-04-14 00:00:00.000
213	SuperiorCard	33335468433685	9	2008	2002-01-30 00:00:00.000
214	SuperiorCard	33334836418984	4	2008	2003-10-21 00:00:00.000
215	Vista	11112748708059	3	2008	2001-12-19 00:00:00.000
216	Distinguish	55559713551424	7	2005	2001-12-06 00:00:00.000
217	SuperiorCard	33337773356896	10	2005	2002-09-05 00:00:00.000
218	Vista	11116900410151	12	2007	2004-03-28 00:00:00.000
219	SuperiorCard	33333000525927	2	2006	2004-02-08 00:00:00.000
220	Distinguish	55556544254316	12	2005	1999-02-16 00:00:00.000
221	Vista	11113174835553	10	2007	2004-03-27 00:00:00.000
222	ColonialVoice	77777095305642	3	2007	2003-09-15 00:00:00.000
223	SuperiorCard	33334363859950	8	2007	2001-11-12 00:00:00.000
224	Vista	11111290138301	5	2006	2003-05-29 00:00:00.000
225	Vista	11111419890999	10	2005	2002-03-13 00:00:00.000
226	SuperiorCard	33332281809376	4	2006	2003-12-10 00:00:00.000
227	Vista	11113025574459	10	2007	2003-08-01 00:00:00.000
228	Vista	11117706542802	7	2007	2004-05-15 00:00:00.000
229	SuperiorCard	33331049139565	9	2008	2004-07-30 00:00:00.000
230	Distinguish	55552612523111	7	2008	2003-09-01 00:00:00.000
231	Vista	11119558626152	11	2008	2002-03-06 00:00:00.000
232	Vista	11114626054731	10	2007	2004-06-21 00:00:00.000
233	ColonialVoice	77778363584843	1	2007	2004-06-07 00:00:00.000
234	ColonialVoice	77775702340665	3	2005	2003-10-31 00:00:00.000
235	ColonialVoice	77774153486314	2	2006	2004-06-04 00:00:00.000
236	ColonialVoice	77772024781018	12	2005	2003-08-28 00:00:00.000
237	SuperiorCard	33334524652098	4	2006	2004-05-01 00:00:00.000
238	ColonialVoice	77771764342795	12	2005	2003-10-27 00:00:00.000
239	Distinguish	55556382031773	10	2006	2003-06-24 00:00:00.000
240	Distinguish	55553353112217	5	2008	2003-12-23 00:00:00.000
241	ColonialVoice	77776406923553	5	2005	2004-07-17 00:00:00.000
242	SuperiorCard	33337414425957	10	2005	2001-07-01 00:00:00.000
243	Distinguish	55554566989903	3	2007	2004-03-26 00:00:00.000
244	SuperiorCard	33332518757403	7	2005	2004-03-08 00:00:00.000
245	ColonialVoice	77776250555783	8	2008	2003-10-29 00:00:00.000
246	SuperiorCard	33331574523505	3	2005	2001-09-12 00:00:00.000
247	SuperiorCard	33334358455811	10	2005	2004-02-18 00:00:00.000
248	Vista	11118545580995	9	2007	2004-05-12 00:00:00.000
249	SuperiorCard	33333022881251	9	2006	2003-11-15 00:00:00.000
250	ColonialVoice	77773099238780	2	2008	2003-11-21 00:00:00.000
251	SuperiorCard	33337187139676	3	2008	2002-02-20 00:00:00.000
252	SuperiorCard	33337077455871	8	2006	2004-01-16 00:00:00.000
253	SuperiorCard	33331912505385	10	2005	2003-05-31 00:00:00.000
254	Distinguish	55554276734483	11	2007	2004-04-17 00:00:00.000
255	SuperiorCard	33333122092398	6	2006	2004-05-07 00:00:00.000
256	Vista	11111578243413	12	2008	2004-06-16 00:00:00.000
257	Vista	11112463732121	10	2006	2003-11-11 00:00:00.000
258	ColonialVoice	77776185540781	6	2008	2003-02-06 00:00:00.000
259	SuperiorCard	33338971372491	4	2008	2004-01-07 00:00:00.000
260	SuperiorCard	33331806839744	7	2008	1999-03-27 00:00:00.000
261	ColonialVoice	77773186672230	12	2008	2001-11-08 00:00:00.000
262	SuperiorCard	33339710777722	4	2005	2004-06-28 00:00:00.000
263	SuperiorCard	33333857621376	12	2006	2002-09-09 00:00:00.000
264	Distinguish	55557055583187	6	2007	2004-01-19 00:00:00.000
265	Distinguish	55552836814693	4	2007	2003-11-05 00:00:00.000
266	ColonialVoice	77775631592757	1	2007	2002-07-16 00:00:00.000
267	SuperiorCard	33331311168762	11	2005	2001-07-01 00:00:00.000
268	SuperiorCard	33332211768137	2	2006	2001-10-17 00:00:00.000
269	SuperiorCard	33337121705928	8	2007	2001-08-04 00:00:00.000
270	SuperiorCard	33338784038789	7	2008	2002-09-02 00:00:00.000
271	ColonialVoice	77772097663028	9	2006	2003-08-03 00:00:00.000
272	SuperiorCard	33336884975462	8	2005	2004-04-01 00:00:00.000
273	ColonialVoice	77774350037576	11	2006	2004-04-03 00:00:00.000
274	Distinguish	55553286107663	9	2008	2003-02-20 00:00:00.000
275	Distinguish	55555327654649	5	2008	2004-04-13 00:00:00.000
276	SuperiorCard	33336128462841	12	2007	2003-12-23 00:00:00.000
277	ColonialVoice	77779052030234	5	2005	2003-09-27 00:00:00.000
278	Distinguish	55558803622808	9	2008	2004-02-17 00:00:00.000
279	Vista	11116531194989	5	2006	2003-12-28 00:00:00.000
280	Vista	11119478266157	6	2006	2004-01-08 00:00:00.000
281	Distinguish	55551340489507	5	2006	2002-02-20 00:00:00.000
282	ColonialVoice	77776406538214	12	2006	2003-10-16 00:00:00.000
283	SuperiorCard	33339429165111	9	2005	2004-02-29 00:00:00.000
284	SuperiorCard	33333582192961	4	2005	2004-02-12 00:00:00.000
285	Distinguish	55553915166444	6	2008	2003-09-15 00:00:00.000
286	ColonialVoice	77773615831491	8	2007	2003-07-24 00:00:00.000
287	ColonialVoice	77774957386427	12	2006	2002-03-16 00:00:00.000
288	SuperiorCard	33333339429635	6	2007	2004-01-17 00:00:00.000
289	Distinguish	55558798543734	6	2008	2003-09-20 00:00:00.000
290	SuperiorCard	33338430651749	7	2006	2003-10-07 00:00:00.000
291	Distinguish	55556726374092	7	2007	2002-06-12 00:00:00.000
292	Vista	11115248640937	5	2005	2002-12-10 00:00:00.000
293	Vista	11111949366286	1	2007	2004-03-19 00:00:00.000
294	Vista	11111418735493	3	2005	2004-01-16 00:00:00.000
295	SuperiorCard	33335549151443	9	2007	2004-03-23 00:00:00.000
296	SuperiorCard	33333589610564	10	2008	2003-11-17 00:00:00.000
297	SuperiorCard	33333361325378	11	2005	2003-08-12 00:00:00.000
298	ColonialVoice	77776298632346	10	2008	2003-11-21 00:00:00.000
299	Distinguish	55551842980137	4	2006	2001-09-01 00:00:00.000
300	Vista	11118661036033	5	2007	2003-12-02 00:00:00.000
301	Distinguish	55558471257051	12	2006	2004-05-08 00:00:00.000
302	SuperiorCard	33335006452683	4	2006	2003-06-03 00:00:00.000
303	Vista	11119770104261	9	2005	2003-10-05 00:00:00.000
304	ColonialVoice	77775921255907	4	2008	2003-11-11 00:00:00.000
305	Distinguish	55552297689520	7	2005	2004-07-23 00:00:00.000
306	Vista	11114534921033	8	2007	2003-10-28 00:00:00.000
307	SuperiorCard	33331161840943	1	2006	2004-06-06 00:00:00.000
308	SuperiorCard	33331460725625	6	2007	2004-01-07 00:00:00.000
309	Vista	11117945717058	3	2007	2004-04-23 00:00:00.000
310	Distinguish	55554029756638	11	2006	2001-09-08 00:00:00.000
311	SuperiorCard	33335435900165	11	2006	2003-09-17 00:00:00.000
312	SuperiorCard	33333463470760	3	2008	2004-07-09 00:00:00.000
313	Distinguish	55558016579760	7	2007	2003-11-29 00:00:00.000
314	ColonialVoice	77777527755354	1	2007	2004-05-07 00:00:00.000
315	ColonialVoice	77772840648082	10	2008	2002-06-08 00:00:00.000
316	ColonialVoice	77777479245209	12	2006	2003-08-09 00:00:00.000
317	ColonialVoice	77775217016118	1	2007	2004-06-27 00:00:00.000
318	SuperiorCard	33333795332504	12	2005	2002-08-05 00:00:00.000
319	SuperiorCard	33333588055875	3	2008	2001-09-01 00:00:00.000
320	Distinguish	55559136297933	9	2005	2003-08-17 00:00:00.000
321	Vista	11115874925443	7	2005	2002-10-31 00:00:00.000
322	Vista	11111465897576	12	2006	2004-06-01 00:00:00.000
323	Distinguish	55556491880971	2	2007	2003-09-19 00:00:00.000
324	SuperiorCard	33336623042951	2	2005	1999-03-07 00:00:00.000
325	Vista	11113130199296	12	2007	2003-05-15 00:00:00.000
326	Distinguish	55559209385215	7	2008	2004-07-26 00:00:00.000
327	Distinguish	55552963103062	7	2008	2002-06-08 00:00:00.000
328	SuperiorCard	33337184417741	10	2006	2004-04-01 00:00:00.000
329	SuperiorCard	33333601842727	8	2008	2002-05-25 00:00:00.000
330	Distinguish	55559400224010	2	2007	2003-06-05 00:00:00.000
331	Distinguish	55558186928969	11	2006	2003-12-05 00:00:00.000
332	SuperiorCard	33335351251421	6	2006	2002-04-17 00:00:00.000
333	Distinguish	55559281360112	5	2005	2002-07-09 00:00:00.000
334	Distinguish	55558268660616	6	2005	2004-04-23 00:00:00.000
335	Distinguish	55551133073710	2	2005	2003-09-05 00:00:00.000
336	SuperiorCard	33332970292118	7	2008	2002-08-01 00:00:00.000
337	Vista	11114703000162	5	2007	2003-04-07 00:00:00.000
338	ColonialVoice	77777663342481	9	2008	2004-06-05 00:00:00.000
339	Distinguish	55559475880011	12	2008	2004-05-01 00:00:00.000
340	Distinguish	55555375872116	10	2006	2003-09-05 00:00:00.000
341	Vista	11114437847221	3	2005	2003-01-12 00:00:00.000
342	ColonialVoice	77776266152345	1	2006	2004-01-24 00:00:00.000
343	Vista	11115701454851	7	2008	2004-01-04 00:00:00.000
344	Vista	11119674361490	9	2006	2003-11-11 00:00:00.000
345	Vista	11118110021923	6	2008	2003-11-11 00:00:00.000
346	SuperiorCard	33335534675723	3	2008	2004-01-25 00:00:00.000
347	SuperiorCard	33337539270232	9	2005	2003-10-10 00:00:00.000
348	Distinguish	55551813343426	11	2008	2003-10-10 00:00:00.000
349	ColonialVoice	77772412583693	9	2007	2003-01-02 00:00:00.000
350	ColonialVoice	77774617407824	5	2007	2003-08-18 00:00:00.000
351	ColonialVoice	77776250422618	12	2007	2002-11-20 00:00:00.000
352	Vista	11111038492177	5	2005	2002-10-25 00:00:00.000
353	Vista	11113953531031	11	2008	2004-02-01 00:00:00.000
354	SuperiorCard	33337208763627	6	2007	2004-01-04 00:00:00.000
355	SuperiorCard	33336233008911	9	2008	2003-08-01 00:00:00.000
356	Vista	11114068402158	10	2008	2003-07-29 00:00:00.000
357	SuperiorCard	33339094840927	1	2008	2004-03-15 00:00:00.000
358	SuperiorCard	33336454753250	11	2006	2002-06-28 00:00:00.000
359	ColonialVoice	77776472904565	10	2008	2002-10-16 00:00:00.000
360	ColonialVoice	77772894126334	7	2005	2004-04-21 00:00:00.000
361	SuperiorCard	33333660692169	4	2007	2004-02-22 00:00:00.000
362	Distinguish	55553141509249	3	2007	2004-07-06 00:00:00.000
363	ColonialVoice	77775139403469	8	2006	2004-05-05 00:00:00.000
364	Distinguish	55558521977541	9	2007	2004-05-10 00:00:00.000
365	Vista	11113304959304	8	2005	2003-09-13 00:00:00.000
366	Distinguish	55551373386979	6	2007	2004-04-25 00:00:00.000
367	ColonialVoice	77771658774976	10	2006	2002-09-06 00:00:00.000
368	SuperiorCard	33337996194943	8	2008	2003-12-19 00:00:00.000
369	Distinguish	55558962653402	7	2008	2002-11-05 00:00:00.000
370	Distinguish	55552920607882	10	2007	2002-05-01 00:00:00.000
371	Vista	11111423384823	2	2006	2002-09-01 00:00:00.000
372	Distinguish	55554640760212	6	2008	2004-03-11 00:00:00.000
373	SuperiorCard	33336635791537	10	2008	2002-02-26 00:00:00.000
374	Vista	11118111347101	2	2007	2004-06-04 00:00:00.000
375	Distinguish	55556238588767	5	2005	2004-04-16 00:00:00.000
376	SuperiorCard	33337864080360	7	2006	2003-06-08 00:00:00.000
377	Vista	11112840822877	1	2005	2002-08-15 00:00:00.000
378	Distinguish	55551023233383	4	2006	2004-03-23 00:00:00.000
379	SuperiorCard	33339866323726	2	2008	2004-05-01 00:00:00.000
380	ColonialVoice	77773081956952	1	2008	2001-12-19 00:00:00.000
381	SuperiorCard	33333904253150	3	2006	2003-08-16 00:00:00.000
382	Vista	11116204530793	5	2007	2002-10-30 00:00:00.000
383	Vista	11111586263693	5	2006	2002-07-27 00:00:00.000
384	ColonialVoice	77775243331802	8	2007	2004-02-26 00:00:00.000
385	SuperiorCard	33337196614989	4	2005	2001-10-02 00:00:00.000
386	SuperiorCard	33334561570452	6	2006	2004-05-26 00:00:00.000
387	ColonialVoice	77774965490722	10	2006	2003-12-05 00:00:00.000
388	Distinguish	55556406236712	2	2007	2003-08-26 00:00:00.000
389	Distinguish	55552532138087	10	2005	2003-12-01 00:00:00.000
390	Vista	11118753411058	7	2008	2004-05-12 00:00:00.000
391	ColonialVoice	77772463833333	7	2005	2004-03-27 00:00:00.000
392	Vista	11118562672576	5	2007	2003-11-30 00:00:00.000
393	Vista	11111627148699	4	2006	2004-04-05 00:00:00.000
394	Distinguish	55553008487911	6	2006	1999-03-23 00:00:00.000
395	ColonialVoice	77771418781901	6	2006	1998-12-27 00:00:00.000
396	SuperiorCard	33338589135498	2	2006	2004-07-29 00:00:00.000
397	SuperiorCard	33338702777274	5	2006	2003-09-09 00:00:00.000
398	SuperiorCard	33339957826041	8	2006	2002-07-22 00:00:00.000
399	Vista	11118730511214	7	2006	2003-08-19 00:00:00.000
400	Vista	11118201757324	6	2005	2001-11-19 00:00:00.000
401	Distinguish	55557648719357	9	2007	2004-02-13 00:00:00.000
402	ColonialVoice	77778707357207	11	2008	2003-06-23 00:00:00.000
403	ColonialVoice	77775786670948	7	2008	2002-10-09 00:00:00.000
404	SuperiorCard	33331106176532	3	2007	2003-10-19 00:00:00.000
